RelativePath,Bytes,SHA256
app/Microsoft.VisualStudio.Threading.dll,442400,a689dad58b0c872cb34433a208c02675d9c2a649f053326e04038a735d0ea312
app/Microsoft.VisualStudio.Validation.dll,36256,cc08390e5e26ddf7284e673bc744bac25a3bbb755a238c7c0abea7184ac527e4
app/Microsoft.Web.WebView2.Core.dll,708376,a53501cfb80043f052829bac644ed0649fa2a53d9b440729db740296dcb8717c
app/Microsoft.Web.WebView2.Core.winmd,143240,36cd474809aab1fe126929fb72640b42aaab19f06a93279805ed2c1e9155c7af
app/Microsoft.Web.WebView2.WinForms.dll,49432,4ba3d47c963edd6cb31184d5d10b5e71f8900edd209aee7ef17441e0f980da40
app/Microsoft.Web.WebView2.Wpf.dll,94488,92b5ef7a28f1ee7216dc8f40a5d21b2f5f52c91c24442ee7e7fba186cce15a23
app/Microsoft.Win32.Primitives.dll,15656,07ee7d2780a74c523af5ca4babdc63d006fa896b3a1463c2e638c5bb2843f9b9
app/Microsoft.Win32.Registry.AccessControl.dll,34600,21452fb52e66252603c5efb3f3f8e330af094435840f8807803e4ee458e4625b
app/Microsoft.Win32.Registry.dll,116520,5f7623b92c1ef07c98546f63c83613f5f5f7af6513dc52e2e9e11447b6c1c7f6
app/Microsoft.Win32.SystemEvents.dll,116520,4c2b3c4a44fa0ff1dd288d2fd0b2d4c8a5f713c149a4b2d37a26e03a7da261fa
app/Microsoft.Windows.AI.AICapabilities.dll,112440,30d47de2108a3280c7fff252fa6bc815c762356a1e31bc7427ba31825d83b438
app/Microsoft.Windows.AI.ContentModerationInternal.winmd,13112,6a6885b53e4ad73daac18627bd9c2aecade6cdc108e8bbb9cd00a813341047a7
app/Microsoft.Windows.AI.ContentSafety.dll,104760,4acb72db1126239c838816588760ea46a13e5a4cffe958b18bb4c5ed3792e19a
app/Microsoft.Windows.AI.ContentSafety.winmd,15672,cae814a496278c33f17de777c4989551785862523f42bc3efc9acb309ccbb02a
app/Microsoft.Windows.AI.Foundation.winmd,12600,e2f4d7598bb227ad93021de0ad50fd683845d428f01cc4d199d5a1fbbe7cc09a
app/Microsoft.Windows.AI.FoundationInternal.winmd,12600,da2072ea9b746b37d58cad0ef9abd248047e283bc36c87092320c64d72ad6fff
app/Microsoft.Windows.AI.GenerativeInternal.winmd,19768,42a765a3fe83ae0bc7b00e7ff53b425f81543987c99e88d113b4d8912aa8e0c3
app/Microsoft.Windows.AI.Imaging.dll,769336,beec87b1dfa548e1c3966060f039b6909e56d3b015160e4abcf3d34843e067ee
app/Microsoft.Windows.AI.Imaging.winmd,21304,85b1deec7d1b1157518a0edce4001ad7821e79c4291a578db694668170313f6b
app/Microsoft.Windows.AI.MachineLearning.dll,922248,9439653d0bbba26414e3f5356d23efb8e70d49b3d3fd07ace88b2a5e3d6423c3
app/Microsoft.Windows.AI.Text.dll,695648,1fffb46e994d4087bc267ddcb8c893260263b3f895beb9e4aa10da7efa4ff43e
app/Microsoft.Windows.AI.Text.winmd,25400,ae0118809c6256d65357351ac5af589e1757396d331204a7a856a40714286239
app/Microsoft.Windows.AI.Video.dll,545592,d92b79107eee9e3a0b230ba699c1f08e843d2dbf61d8c933968ba6ee211fadbe
app/Microsoft.Windows.AI.Video.winmd,14136,10d9fb66c97ef1f7425e903c21e4e65eb64b4abe249a6d51dcc78341247f2298
app/Microsoft.Windows.AI.winmd,13664,049098facee8a842e5dd6fbee5a8e292aa841d52bd793082f27ee173b1b8b48a
app/Microsoft.Windows.AppLifecycle.winmd,17208,67a9e7820ff029961b668be68057fc1637bae84cde75ffb7f555a7ba516b3102
app/Microsoft.Windows.AppNotifications.Builder.winmd,24376,c6113832200b79fa72f429939934589935816e416c100db63376b6962ffd0f2c
app/Microsoft.Windows.AppNotifications.winmd,19768,175f4f03e825e0a4b5bec37705dedeab0554e8edd5de32843003341d60062f30
app/Microsoft.Windows.ApplicationModel.Background.UniversalBGTask.dll,86840,50d24d9618c9971e89bf66c1dfbbe0d563e9dd49f8c65e988ee2ae28d5633bea
app/Microsoft.Windows.ApplicationModel.Background.UniversalBGTask.winmd,12600,088bf3faee94fd001ce5b4e5d27ee97cbbb86385f2b27a19954c86f4c95e6e64
app/Microsoft.Windows.ApplicationModel.Background.winmd,13624,651034b2f30a798fad4ab7619983bdbd8e492a839b48b2e4199244bbd0523ec9
app/Microsoft.Windows.ApplicationModel.DynamicDependency.winmd,18232,d0b8b9daef7a46762024d62ea36458616bf3ae3ee0ff199dc758299ce137ecc0
app/Microsoft.Windows.ApplicationModel.Resources.dll,158048,e382ed81f91fad95e23e2023b4c25c34fa01a9f03e64d29fdbea51e28482f3ee
app/Microsoft.Windows.ApplicationModel.Resources.winmd,19256,fe357794a9f0f724377008fe9e8c9c83e33dec03653d3f3a7fff3b221a8f5776
app/Microsoft.Windows.ApplicationModel.WindowsAppRuntime.winmd,19256,ca9b40d21bed6fabdc13b8137febdc82d0acc8effff4e3464a732ff4486bfa69
app/Microsoft.Windows.BadgeNotifications.winmd,13112,1b8f50ce19ea7ade0c30f0c8733f26b3172fc03b08a2a329f708ed4581dbffb9
app/Microsoft.Windows.Foundation.winmd,16184,8a0ce33a68e01a93ef5019b210caf5bf22a168c5f2f77e96fda99409a7f9a2ae
app/Microsoft.Windows.Globalization.winmd,12600,1073e8423c1567842d5cfe564e50f501e14b6eb9cf84138e7b021d0e3bd4d283
app/Microsoft.Windows.ImageCreationInternal.winmd,14648,4ab60a3c1a60d9945050b4217f90033d561718ea20326a95e844d27447f6b7a7
app/Microsoft.Windows.Internal.AI.ContentModeration.winmd,14136,bb59e868b0ddfe531a59af7a17c8ec928be3850689c050b79e5e1ecdefe376d1
app/Microsoft.Windows.Internal.AI.Generative.winmd,25400,c4d3d10bd681df7fcb7d4bfdbf41405ab9c0056dbb224ab9283ae43a4b3823ad
app/Microsoft.Windows.Internal.ImageCreation.winmd,14176,0c4c5a5bb63c28b3476358515a7fb022d1a524a3597e877cc8c032a5db9c883b
app/Microsoft.Windows.Internal.SemanticSearch.winmd,19296,139f51fc079e519fa7d62680b1615e6af501c66284a2572994f8bc4cfd60057c
app/Microsoft.Windows.Internal.Vision.winmd,15160,c061b712ba215abea92993d7bb02b81159e253cb6fe6748468a9a38ca477aadb
app/Microsoft.Windows.Management.Deployment.winmd,42296,a4e43620ae24dda22a84fbe76673addaffc989edf46eb3bd3ed618afa85705ad
app/Microsoft.Windows.Media.Capture.winmd,16184,3fc11fee07286fa65191e3ba600c4bb071845196e0670d23559f5f387db66e1e
app/Microsoft.Windows.Private.Workloads.SessionManager.winmd,13624,0cd6f8bf7d467a57cec61f2de0cc681aafa4a8c406271779d1edce46fcacf27f
app/Microsoft.Windows.PrivateCommon.winmd,15672,4b8a17984a4c072e85a345d72cd5cb50ab7fd41a58a38e41c386af213032a885
app/Microsoft.Windows.PushNotifications.winmd,15672,1fcbb1179df64cd46da03eef26af9e46429daaaf4150c86cdde325ef29868b15
app/Microsoft.Windows.SDK.NET.dll,26693664,4964dd17fdffa3a13873e9b76d3ad4f6e4f01f55e187be443791693bae952c45
app/Microsoft.Windows.Security.AccessControl.winmd,12600,a4d9db5297844deb9ae798523d2fcdec554ac9103e3534119ba6761215f26bcb
app/Microsoft.Windows.SemanticSearch.winmd,12600,d87d1ec3dc1c90e735ba8a99fbee383ed5050081e3e2e543bbceaacd70409e70
app/Microsoft.Windows.SemanticSearchInternal.winmd,19256,fb0a875e6d0f6b0e0f7bad6032b0152de61dec7623fa430d4f84385e5ff9f99e
app/Microsoft.Windows.Storage.Pickers.winmd,19768,ee39c2f2af40579699ea629bc2c3fb42f9bd76bb177922c5ebb404610e7f6475
app/Microsoft.Windows.Storage.winmd,16184,1e6bd289d5f1495322885a1f0afe9a1805c5951072b41ed488814023853d801a
app/Microsoft.Windows.System.Power.winmd,17208,9bf1776eda186b2376b8b568f179beadeff92822f01f965824d207ba690b68b1
app/Microsoft.Windows.System.winmd,13624,75e8038fc1c304216725c6ca12c11814621a039af7983ab2db92cfdabcdb312a
app/Microsoft.Windows.Vision.winmd,12128,9cdae4582e10f4a7fbbf71f97a65514bc54e22605d1188c228942a69ae510ffc
app/Microsoft.Windows.VisionInternal.winmd,17208,99af0e53d8e5e7b035d354f95f51c5802a0b5aade481d361bde3c052cdf947af
app/Microsoft.Windows.Widgets.dll,2469688,86aa4b3fc152adbc8bb10b58c069d5423c03542a9794bffbed27f7605aa32b81
app/Microsoft.Windows.Widgets.winmd,36152,f3b410a5772de1ef0945719bb4d9cd24e78a21928ecd0f6703c2a9996cd88bca
app/Microsoft.Windows.Workloads.Resources.dll,162144,8e4b403db0834020916269025fc6dc5dde8e2052a68e7723ff40c7ce2a9cc71e
app/Microsoft.Windows.Workloads.Resources_ec.dll,174944,3d0844380974c844a7e29d60093849674cca36ff3fa818be8a23b4fe71d38ff5
app/Microsoft.Windows.Workloads.dll,400696,59113b964eccfc5497c9a23ef15bc7eb843f0905f19728a597d0c8b3071ab3f6
app/Microsoft.Windows.Workloads.pri,1680,b0c170307c815146a2ecbc4bb08b8d6223da167ff5c048e942ccd9a9a192ae86
app/Microsoft.Windows.Workloads.winmd,11576,8260ec6eb9c2333ad0ee48b72be382da13583c4304cf20342657b118e8f753b3
app/Microsoft.WindowsAppRuntime.Bootstrap.dll,394040,a63d0d7f5e3e863e0781d0a9467011598189f7149a169b91296fea90a31e9906
app/Microsoft.WindowsAppRuntime.dll,2600248,9e69baef0cca50c4c51bce45fd662ee7a77cbf9c3531b9c4e45e246ff2f62605
app/Microsoft.WindowsAppRuntime.pri,11296,0ec8d17e6ce296ba51aa539f8f3fc1b93b8bb53c20c82ba440f07e5cd1ce081e
app/Microsoft.Xaml.Behaviors.dll,145272,8f782ad7adfdeeaa933183065aa7a0be9387abce6038e912455e78527b04adca
app/Microsoft.ui.xaml.dll,15096672,2b22eb6130821f43a26239d441ef3a898bea24b1c1078b5941249431c4b4fbf8
app/Microsoft.ui.xaml.resources.19h1.dll,566072,4568bfb9f87fa8a032c700d5ed01744a3f956f5973ebaee9798daba3b8021245
app/Microsoft.ui.xaml.resources.common.dll,55096,63875af66a9a275e1500371260fd6007668d0f9f2e9f46de97194f354ed04e13
app/ModernWpf.Controls.dll,712568,b22ce73d5946783db7f186aacafc0d6da6830bcff1e2bcd5f48ed8c49db874a8
app/ModernWpf.dll,924024,4cb741674d81da17e6139d22bd6982e579aee06a414e816d8f3a25c41fcf09ab
app/NJsonSchema.Annotations.dll,30072,3fa6400d2db5b5303778e456b7103409b1433f49734c4d287afd9ca22d29cfc3
app/NJsonSchema.dll,252792,3fd82bab95d234942384b39158298e34c109a7489b7bda5be48e0b94292574ec
app/NLog.Extensions.Logging.dll,73592,d85242b607be39e9616d74768d1e7be4211104d22d9159ac4304b680a7017ad4
app/NLog.dll,949112,6fb0b78396f1a74606e3b355f31082d72a478652ba7d4abb208ee03048378d36
